Student Hash,total_steps,Satisfaction (1-5),Difficulty (1-5),pct_G,pct_P,pct_S,sequence_score,cluster
010f113c2f366323e011e0367885a8c149ddb9bea6691d6b85664a5f59e63f1f,3,4.333333333333333,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
0149d7a2fc13dcf1bbf69b7bd035a6a9241caa010c1ab7e689908b4b781f0c7c,3,4.333333333333333,3.6666666666666665,0.3333333333333333,0.6666666666666666,0.0,0.5,0
021b06a86c7ac34b42e78030b997052988ac3b79c4c112b8c2c67dda84df7ff6,9,4.222222222222222,3.111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.625,2
0a51826515adb363f774aa19eb7d5b5d074fc9e05095ef6656dcd161ee223788,12,4.083333333333333,3.0833333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7272727272727273,2
0a94a787661c8f6b7ea950bbc4264d8caeb848796933bbe681a76bd3678adcc9,4,4.75,2.25,0.0,0.25,0.75,0.3333333333333333,1
0d0082b4590e53c17330e3013be4493e981003d6831952da633114fb5267b542,10,4.0,3.4,0.3,0.4,0.3,0.6666666666666666,2
0eb1f6a2afe19ef9fe60ae501e695662f1a02b4abbc636f5956ed24928fd2a7a,17,3.0588235294117645,3.823529411764706,0.35294117647058826,0.6470588235294118,0.0,0.375,0
10fa9823f0d81aef5c9374f53be14494fc4aca9053202a2e2fe713bdb429b02f,9,4.444444444444445,3.111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,2
1104205737ae9d63dadbc2853da80a3d28364041e592c73420093e6f58d4b26e,10,4.0,3.5,0.3,0.6,0.1,0.4444444444444444,0
12be8adcaee22fa85b129ea03a70e46b8be0e8ad7ae1c57479ff0d1d9e6d8498,12,4.25,2.75,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.45454545454545453,0
1364dded4e165d635cc42452bbd4646922a5a04db520401ea529b6bae071ae34,6,4.333333333333333,2.8333333333333335,0.3333333333333333,0.5,0.16666666666666666,0.6,2
146c55314b28f22f712ff6630890a49af2e1bb55a360b19f4c19f56a542c5704,3,4.0,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
1674c25bf248baa75d7f98e4e4fcdc1bc3b70b07e2dce4896c22e227fb6af10a,14,4.214285714285714,2.857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.6153846153846154,2
17910841251f386e23c35834baf99c7f89b69d513372b71fc470ceb9d1222750,3,4.333333333333333,2.3333333333333335,0.0,0.3333333333333333,0.6666666666666666,0.5,1
188139cf735bf3de2577a41b108a7a3772d02d3778d21d3bb68355012f79cb51,10,3.2,4.2,0.4,0.6,0.0,0.4444444444444444,0
1d34960439ad8c1ab6bd4b10332bbac2735a24ea68437e5c74061a7c00593421,11,4.090909090909091,3.1818181818181817,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.7,2
1fe45d4f7cc8c855fd01d73d6864fa370b44da7ba397b5f6f698ee4d72b2709d,17,3.8823529411764706,3.2941176470588234,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.625,2
2830104017cfeedf5318abf797d9d1f9bf79383661947a6aa59fadebc28e474c,2,4.5,2.0,0.0,1.0,0.0,0.0,0
2908bf824b571651bad41e2cb4e3da3a8f511425f5199afa166c57e2149d13b8,20,3.25,4.35,0.3,0.7,0.0,0.3157894736842105,0
2a7b1cd62b9f336a1eef56e4d39a89942003dd45885c16132e8a091c50c0af41,3,5.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
2e7cc5ee0fc47c89e989d424cb7b0deb9806c9a2400ee90df4bc6c0358bbc9f0,6,3.5,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,2
2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,9,4.222222222222222,3.2222222222222223,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.625,2
320ec26667ccce172060e96504241bdccfb2338b5509b3e45cb91d5ee9358ba5,11,4.454545454545454,3.272727272727273,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.7,2
348d25bf4c366358bb82180ba6b72b789dede8eedce740c08ceaffe094d4be7e,10,4.1,2.7,0.3,0.6,0.1,0.4444444444444444,0
35d002227369c95bc8b0edf5f1b766dc1e263edaf56e9c9863063dd0e0368ca1,9,4.333333333333333,2.7777777777777777,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.625,2
36a4a0bdc662b51dc610272b2cf991abdca48c5c50572194f487ff11b1e64930,2,3.0,4.0,0.0,0.0,1.0,0.0,1
36c47a6e51d7b697ee5c80bf5754812410b15e6999c3d32bbcd6f5ae7fbd9b52,1,5.0,3.0,0.0,0.0,1.0,0.0,1
36fb79eb7d4ea297df5db8ef5c0b30f9d653903201a56ef88b502e9829a5c070,6,4.0,2.8333333333333335,0.3333333333333333,0.5,0.16666666666666666,0.6,2
3dbe015a45cd7030db802024cc279caa9c09ed9dfc44acff95add7bcef5c9285,13,3.076923076923077,3.5384615384615383,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.5,0
3e2608cd1dc35dde1f55f09dd94ef7abc40c9084efd34d794d9a13e86ef2594a,7,4.0,2.7142857142857144,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.5,0
4246c1d88bf71a9a5a6681c3d0edfc757ba19db2b803faf33f48e330ec219fa5,13,4.076923076923077,3.076923076923077,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.6666666666666666,2
483aa91ca40a6d22fb8c8202396f3f397a1e2804bfc7d647aac9e521ccccc0b2,4,4.75,2.5,0.0,0.5,0.5,0.6666666666666666,2
4a5467d350fedf69c073551d79f05f4284cfe05b47242cf29444f59516516165,13,3.3076923076923075,4.076923076923077,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.4166666666666667,0
5f8279ee181332bd457e57f43282043f7ecb2248ab4cde0e05185ac4e69e1b24,13,4.076923076923077,2.923076923076923,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.6666666666666666,2
5f85ad7d2d1ff83626074f5d9f58d925e54641317c3f71761ffdefd50fd2c761,7,4.142857142857143,2.5714285714285716,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.6666666666666666,2
62eff6e53ea0f1cbb1345ba6d4c8ac2b1325953afe5c3a31193958fa0b0eb5e1,4,3.75,2.25,0.25,0.75,0.0,0.3333333333333333,0
69afd27c572e56e445587b356a971b322e166e7a60da0db151b88dc9bf061df6,3,4.333333333333333,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
6bdcc6316e043fce161ec9593e13e978ca5a7d1618af7fdbd0fcfbd57f858c7a,13,4.076923076923077,2.8461538461538463,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.6666666666666666,2
6bedc146846d316affb9f5866f127caaa5b2ccd38f845608c93a7ff22d819daa,9,4.111111111111111,3.111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,2
6ee62582f521e4042c216e2462b60cab3f508430dab37b7a9213bb08d7e98f2f,3,3.6666666666666665,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
71ed309ca7e343dce2dccdeada98e6b522c462d7778a8a0c4e411bd75adc7bae,2,3.0,4.0,0.0,0.0,1.0,0.0,1
7728ff4af0c964f9c7df04a114be32a68860a87045b7b898ec2e2f80f11ddabc,14,3.9285714285714284,3.2857142857142856,0.2857142857142857,0.5,0.21428571428571427,0.5384615384615384,0
789fc173556e834c0eb8628e723748aa0270400834c0124608f93e3f293cb889,16,3.25,4.0625,0.375,0.625,0.0,0.4,0
7d7e6c59143f9b46a30c0dfab8f108bac3f3ac973bb53d8faa2b09e81f92967e,13,3.076923076923077,3.8461538461538463,0.3076923076923077,0.6923076923076923,0.0,0.3333333333333333,0
83148aba014d61021147cf2de8158469ad503e4d19d7d3622a431b967b3761d8,8,4.375,2.875,0.25,0.625,0.125,0.2857142857142857,0
875ba29090b08d36d728beb11beea1603a94fe66dd0ebab4442096d8431b0ac9,4,4.25,3.0,0.25,0.5,0.25,0.6666666666666666,2
89e4a8c77c1008c5b0beca552461b7b0e3ca8c55780db5f9c606289d6a67cd79,6,3.8333333333333335,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,2
8d1ed2745cac0516e0297c1523aee89054e801097b786f3d0fa7e64662ddb986,3,4.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
8f330b9018b75f18279b3b261269242e54409ddd814e12a6af4787db9bceffcc,10,4.2,2.9,0.3,0.6,0.1,0.4444444444444444,0
9b61d7ac5b034acec9d02d1da3d2c4ad53b32db3f6336610129c4264d9b5e879,15,4.0,3.2666666666666666,0.3333333333333333,0.4,0.26666666666666666,0.6428571428571429,2
a0ba0fd0359d4c87a8427028d8de910c1beb984262eb8b9ef117f62abad23204,2,2.0,4.5,0.0,0.0,1.0,0.0,1
a6aeb136b5619d125d2bb2d9eea3c15dc5e9ad876d07779cdd3ddc67d9d4c1ce,16,4.125,2.875,0.3125,0.4375,0.25,0.6,2
ab2fb2df192ca4dea88020fed38bb4cf957c4aac600efd25086c13af31aeb0aa,4,4.25,2.5,0.25,0.25,0.5,0.3333333333333333,2
